ShapeType,CurveID,X,Y
0.0,0.0,31,125
0.0,0.0,31,125
0.0,0.0,31,125
0.0,0.0,31,125
0.0,0.0,31,125
0.0,0.0,31,125
0.0,0.0,31,125
0.0,0.0,31,125
0.0,0.0,31,125
0.0,0.0,31,125
0.0,0.0,31,125
0.0,0.0,31,125
0.0,0.0,31,125
0.0,0.0,31,125
0.0,0.0,31,125
0.0,0.0,30,125
0.0,0.0,30,125
0.0,0.0,30,125
0.0,0.0,30,125
0.0,0.0,30,125
0.0,0.0,30,125
0.0,0.0,30,125
0.0,0.0,30,125
0.0,0.0,30,125
0.0,0.0,30,125
0.0,0.0,30,125
0.0,0.0,30,125
0.0,0.0,30,125
0.0,0.0,30,124
0.0,0.0,30,124
0.0,0.0,30,124
0.0,0.0,30,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,29,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,28,124
0.0,0.0,27,124
0.0,0.0,27,124
0.0,0.0,27,124
0.0,0.0,27,124
0.0,0.0,27,124
0.0,0.0,27,124
0.0,0.0,27,124
0.0,0.0,27,124
0.0,0.0,27,124
0.0,0.0,27,124
0.0,0.0,27,124
0.0,0.0,27,124
0.0,0.0,27,124
0.0,0.0,27,124
0.0,0.0,27,123
0.0,0.0,27,123
0.0,0.0,27,123
0.0,0.0,27,123
0.0,0.0,27,123
0.0,0.0,27,123
0.0,0.0,27,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,26,123
0.0,0.0,25,123
0.0,0.0,25,123
0.0,0.0,25,123
0.0,0.0,25,123
0.0,0.0,25,123
0.0,0.0,25,123
0.0,0.0,25,123
0.0,0.0,25,123
0.0,0.0,25,123
0.0,0.0,25,123
0.0,0.0,25,123
0.0,0.0,25,123
0.0,0.0,25,123
0.0,0.0,25,122
0.0,0.0,25,122
0.0,0.0,25,122
0.0,0.0,25,122
0.0,0.0,25,122
0.0,0.0,25,122
0.0,0.0,25,122
0.0,0.0,25,122
0.0,0.0,25,122
0.0,0.0,25,122
0.0,0.0,25,122
0.0,0.0,25,122
0.0,0.0,25,122
0.0,0.0,25,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,122
0.0,0.0,24,121
0.0,0.0,24,121
0.0,0.0,24,121
0.0,0.0,24,121
0.0,0.0,24,121
0.0,0.0,24,121
0.0,0.0,24,121
0.0,0.0,24,121
0.0,0.0,24,121
0.0,0.0,24,121
0.0,0.0,24,121
0.0,0.0,24,121
0.0,0.0,24,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,121
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,120
0.0,0.0,23,119
0.0,0.0,23,119
0.0,0.0,23,119
0.0,0.0,23,119
0.0,0.0,23,119
0.0,0.0,23,119
0.0,0.0,23,119
0.0,0.0,23,119
0.0,0.0,23,119
0.0,0.0,23,119
0.0,0.0,22,119
0.0,0.0,22,119
0.0,0.0,22,119
0.0,0.0,22,119
0.0,0.0,22,119
0.0,0.0,22,119
0.0,0.0,22,119
0.0,0.0,22,119
0.0,0.0,22,119
0.0,0.0,22,119
0.0,0.0,22,119
0.0,0.0,22,119
0.0,0.0,22,119
0.0,0.0,22,119
0.0,0.0,22,119
0.0,0.0,22,119
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,118
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,117
0.0,0.0,22,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,116
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,115
0.0,0.0,23,114
0.0,0.0,23,114
0.0,0.0,23,114
0.0,0.0,23,114
0.0,0.0,23,114
0.0,0.0,23,114
0.0,0.0,23,114
0.0,0.0,23,114
0.0,0.0,23,114
0.0,0.0,23,114
0.0,0.0,23,114
0.0,0.0,23,114
0.0,0.0,23,114
0.0,0.0,23,114
0.0,0.0,23,114
0.0,0.0,24,114
0.0,0.0,24,114
0.0,0.0,24,114
0.0,0.0,24,114
0.0,0.0,24,114
0.0,0.0,24,114
0.0,0.0,24,114
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,113
0.0,0.0,24,112
0.0,0.0,24,112
0.0,0.0,24,112
0.0,0.0,24,112
0.0,0.0,24,112
0.0,0.0,24,112
0.0,0.0,24,112
0.0,0.0,25,112
0.0,0.0,25,112
0.0,0.0,25,112
0.0,0.0,25,112
0.0,0.0,25,112
0.0,0.0,25,112
0.0,0.0,25,112
0.0,0.0,25,112
0.0,0.0,25,112
0.0,0.0,25,112
0.0,0.0,25,112
0.0,0.0,25,112
0.0,0.0,25,112
0.0,0.0,25,112
0.0,0.0,25,111
0.0,0.0,25,111
0.0,0.0,25,111
0.0,0.0,25,111
0.0,0.0,25,111
0.0,0.0,25,111
0.0,0.0,25,111
0.0,0.0,25,111
0.0,0.0,25,111
0.0,0.0,25,111
0.0,0.0,25,111
0.0,0.0,25,111
0.0,0.0,25,111
0.0,0.0,25,111
0.0,0.0,26,111
0.0,0.0,26,111
0.0,0.0,26,111
0.0,0.0,26,111
0.0,0.0,26,111
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,26,110
0.0,0.0,27,110
0.0,0.0,27,110
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,27,109
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,28,108
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,29,107
0.0,0.0,30,106
0.0,0.0,30,106
0.0,0.0,30,106
0.0,0.0,30,106
0.0,0.0,30,106
0.0,0.0,30,106
0.0,0.0,30,106
0.0,0.0,30,106
0.0,0.0,30,106
0.0,0.0,30,106
0.0,0.0,30,106
0.0,0.0,30,106
0.0,0.0,30,106
0.0,0.0,30,106
0.0,0.0,30,106
0.0,0.0,30,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,105
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,106
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,107
0.0,0.0,31,108
0.0,0.0,31,108
0.0,0.0,31,108
0.0,0.0,31,108
0.0,0.0,31,108
0.0,0.0,31,108
0.0,0.0,31,108
0.0,0.0,31,108
0.0,0.0,31,108
0.0,0.0,31,108
0.0,0.0,32,108
0.0,0.0,32,108
0.0,0.0,32,108
0.0,0.0,32,108
0.0,0.0,32,108
0.0,0.0,32,108
0.0,0.0,32,108
0.0,0.0,32,108
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,109
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,110
0.0,0.0,32,111
0.0,0.0,32,111
0.0,0.0,32,111
0.0,0.0,33,111
0.0,0.0,33,111
0.0,0.0,33,111
0.0,0.0,33,111
0.0,0.0,33,111
0.0,0.0,33,111
0.0,0.0,33,111
0.0,0.0,33,111
0.0,0.0,33,111
0.0,0.0,33,111
0.0,0.0,33,111
0.0,0.0,33,111
0.0,0.0,33,111
0.0,0.0,33,111
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,112
0.0,0.0,33,113
0.0,0.0,33,113
0.0,0.0,33,113
0.0,0.0,33,113
0.0,0.0,33,113
0.0,0.0,33,113
0.0,0.0,33,113
0.0,0.0,33,113
0.0,0.0,33,113
0.0,0.0,33,113
0.0,0.0,33,113
0.0,0.0,34,113
0.0,0.0,34,113
0.0,0.0,34,113
0.0,0.0,34,113
0.0,0.0,34,113
0.0,0.0,34,113
0.0,0.0,34,113
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,114
0.0,0.0,34,115
0.0,0.0,34,115
0.0,0.0,34,115
0.0,0.0,34,115
0.0,0.0,34,115
0.0,0.0,34,115
0.0,0.0,34,115
0.0,0.0,34,115
0.0,0.0,34,115
0.0,0.0,34,115
0.0,0.0,34,115
0.0,0.0,34,115
0.0,0.0,34,115
0.0,0.0,34,115
0.0,0.0,34,115
0.0,0.0,35,115
0.0,0.0,35,115
0.0,0.0,35,115
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,116
0.0,0.0,35,117
0.0,0.0,35,117
0.0,0.0,35,117
0.0,0.0,35,117
0.0,0.0,35,117
0.0,0.0,35,117
0.0,0.0,35,117
0.0,0.0,35,117
0.0,0.0,35,117
0.0,0.0,35,117
0.0,0.0,35,117
0.0,0.0,35,117
0.0,0.0,35,117
0.0,0.0,35,117
0.0,0.0,35,117
0.0,0.0,35,117
0.0,0.0,36,117
0.0,0.0,36,117
0.0,0.0,36,117
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,118
0.0,0.0,36,119
0.0,0.0,36,119
0.0,0.0,36,119
0.0,0.0,36,119
0.0,0.0,36,119
0.0,0.0,36,119
0.0,0.0,36,119
0.0,0.0,36,119
0.0,0.0,36,119
0.0,0.0,36,119
0.0,0.0,36,119
0.0,0.0,36,119
0.0,0.0,36,119
0.0,0.0,36,119
0.0,0.0,36,119
0.0,0.0,37,119
0.0,0.0,37,119
0.0,0.0,37,119
0.0,0.0,37,119
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,120
0.0,0.0,37,121
0.0,0.0,37,121
0.0,0.0,37,121
0.0,0.0,37,121
0.0,0.0,37,121
0.0,0.0,37,121
0.0,0.0,37,121
0.0,0.0,37,121
0.0,0.0,37,121
0.0,0.0,37,121
0.0,0.0,38,121
0.0,0.0,38,121
0.0,0.0,38,121
0.0,0.0,38,121
0.0,0.0,38,121
0.0,0.0,38,121
0.0,0.0,38,121
0.0,0.0,38,121
0.0,0.0,38,121
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,122
0.0,0.0,38,123
0.0,0.0,38,123
0.0,0.0,38,123
0.0,0.0,38,123
0.0,0.0,38,123
0.0,0.0,39,123
0.0,0.0,39,123
0.0,0.0,39,123
0.0,0.0,39,123
0.0,0.0,39,123
0.0,0.0,39,123
0.0,0.0,39,123
0.0,0.0,39,123
0.0,0.0,39,123
0.0,0.0,39,123
0.0,0.0,39,123
0.0,0.0,39,123
0.0,0.0,39,123
0.0,0.0,39,123
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,39,124
0.0,0.0,40,124
0.0,0.0,40,124
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,125
0.0,0.0,40,126
0.0,0.0,40,126
0.0,0.0,40,126
1.0,0.0,204,68
1.0,0.0,204,68
1.0,0.0,204,68
1.0,0.0,204,68
1.0,0.0,204,68
1.0,0.0,204,68
1.0,0.0,204,68
1.0,0.0,204,68
1.0,0.0,204,68
1.0,0.0,204,68
1.0,0.0,204,68
1.0,0.0,204,68
1.0,0.0,204,67
1.0,0.0,204,67
1.0,0.0,204,67
1.0,0.0,204,67
1.0,0.0,204,67
1.0,0.0,204,67
1.0,0.0,204,67
1.0,0.0,204,67
1.0,0.0,204,67
1.0,0.0,204,67
1.0,0.0,204,67
1.0,0.0,204,67
1.0,0.0,204,67
1.0,0.0,204,67
1.0,0.0,204,66
1.0,0.0,204,66
1.0,0.0,204,66
1.0,0.0,204,66
1.0,0.0,204,66
1.0,0.0,204,66
1.0,0.0,204,66
1.0,0.0,204,66
1.0,0.0,204,66
1.0,0.0,204,66
1.0,0.0,204,66
1.0,0.0,204,66
1.0,0.0,204,66
1.0,0.0,204,66
1.0,0.0,204,66
1.0,0.0,204,65
1.0,0.0,204,65
1.0,0.0,204,65
1.0,0.0,204,65
1.0,0.0,204,65
1.0,0.0,204,65
1.0,0.0,203,65
1.0,0.0,203,65
1.0,0.0,203,65
1.0,0.0,203,65
1.0,0.0,203,65
1.0,0.0,203,65
1.0,0.0,203,65
1.0,0.0,203,65
1.0,0.0,203,65
1.0,0.0,203,64
1.0,0.0,203,64
1.0,0.0,203,64
1.0,0.0,203,64
1.0,0.0,203,64
1.0,0.0,203,64
1.0,0.0,203,64
1.0,0.0,203,64
1.0,0.0,203,64
1.0,0.0,203,64
1.0,0.0,203,64
1.0,0.0,203,64
1.0,0.0,203,64
1.0,0.0,203,64
1.0,0.0,203,64
1.0,0.0,203,63
1.0,0.0,203,63
1.0,0.0,203,63
1.0,0.0,203,63
1.0,0.0,203,63
1.0,0.0,203,63
1.0,0.0,203,63
1.0,0.0,203,63
1.0,0.0,203,63
1.0,0.0,203,63
1.0,0.0,203,63
1.0,0.0,203,63
1.0,0.0,203,63
1.0,0.0,203,63
1.0,0.0,203,62
1.0,0.0,203,62
1.0,0.0,203,62
1.0,0.0,203,62
1.0,0.0,203,62
1.0,0.0,203,62
1.0,0.0,203,62
1.0,0.0,203,62
1.0,0.0,203,62
1.0,0.0,203,62
1.0,0.0,203,62
1.0,0.0,203,62
1.0,0.0,203,62
1.0,0.0,203,62
1.0,0.0,203,62
1.0,0.0,203,61
1.0,0.0,203,61
1.0,0.0,203,61
1.0,0.0,203,61
1.0,0.0,202,61
1.0,0.0,202,61
1.0,0.0,202,61
1.0,0.0,202,61
1.0,0.0,202,61
1.0,0.0,202,61
1.0,0.0,202,61
1.0,0.0,202,61
1.0,0.0,202,61
1.0,0.0,202,61
1.0,0.0,202,61
1.0,0.0,202,60
1.0,0.0,202,60
1.0,0.0,202,60
1.0,0.0,202,60
1.0,0.0,202,60
1.0,0.0,202,60
1.0,0.0,202,60
1.0,0.0,202,60
1.0,0.0,202,60
1.0,0.0,202,60
1.0,0.0,202,60
1.0,0.0,202,60
1.0,0.0,202,60
1.0,0.0,202,60
1.0,0.0,202,60
1.0,0.0,202,60
1.0,0.0,202,59
1.0,0.0,202,59
1.0,0.0,202,59
1.0,0.0,202,59
1.0,0.0,202,59
1.0,0.0,202,59
1.0,0.0,202,59
1.0,0.0,202,59
1.0,0.0,202,59
1.0,0.0,202,59
1.0,0.0,202,59
1.0,0.0,202,59
1.0,0.0,202,59
1.0,0.0,202,59
1.0,0.0,202,59
1.0,0.0,202,58
1.0,0.0,202,58
1.0,0.0,202,58
1.0,0.0,202,58
1.0,0.0,202,58
1.0,0.0,202,58
1.0,0.0,202,58
1.0,0.0,201,58
1.0,0.0,201,58
1.0,0.0,201,58
1.0,0.0,201,58
1.0,0.0,201,58
1.0,0.0,201,58
1.0,0.0,201,58
1.0,0.0,201,58
1.0,0.0,201,57
1.0,0.0,201,57
1.0,0.0,201,57
